auth_id,member_id,authorized_caller_name,relationship,auth_on_file,expiration_date,auth_expired,date_added
ROI00137,MBR00079,Laura Anderson,Parent,True,2024-06-10,True,2025-04-18
ROI00138,MBR00079,James Mclaughlin,Legal Guardian,True,2026-10-06,False,2020-12-26
ROI00139,MBR00080,Kevin Lee,Sibling,True,2027-11-19,False,2022-04-08
ROI00140,MBR00080,Jeff Wise,Spouse,True,2027-04-24,False,2022-05-23
ROI00141,MBR00080,Taylor Martinez,Spouse,True,2024-11-11,True,2021-09-21
ROI00142,MBR00081,Leslie Rodriguez,Child,True,2028-04-19,False,2022-01-20
ROI00143,MBR00081,Samuel Stewart,Parent,True,2026-08-19,False,2022-05-23
ROI00144,MBR00081,Elizabeth Robinson,Power of Attorney,True,2027-06-13,False,2022-09-18
ROI00145,MBR00082,Brittany Campbell,Sibling,True,2027-08-14,False,2023-01-23
ROI00146,MBR00083,Sarah Carey,Sibling,True,2026-07-19,False,2022-03-04
ROI00147,MBR00083,Francisco Shaw,Legal Guardian,True,2028-02-02,False,2022-10-26
ROI00148,MBR00084,Denise Abbott,Parent,True,2027-11-07,False,2021-12-25
ROI00149,MBR00084,Lynn Lewis,Sibling,True,2027-05-01,False,2023-05-05
ROI00150,MBR00084,Vincent Brown,Power of Attorney,True,2027-07-30,False,2020-07-13
ROI00151,MBR00085,Brittany Moran,Parent,True,2027-09-09,False,2020-07-24
ROI00152,MBR00086,Taylor Walker,Spouse,True,2028-03-05,False,2024-01-31
ROI00153,MBR00086,Tammy Parsons,Power of Attorney,True,2027-07-21,False,2022-01-18
ROI00154,MBR00087,Monica Evans,Parent,True,2024-11-13,True,2021-03-14
ROI00155,MBR00088,,,False,,False,
ROI00156,MBR00089,Susan Moore,Power of Attorney,True,2026-07-08,False,2021-02-20
ROI00157,MBR00089,James Henderson,Spouse,True,2023-06-20,True,2025-03-10
ROI00158,MBR00090,Gregory Myers,Legal Guardian,True,2026-09-15,False,2020-03-19
ROI00159,MBR00090,Nicholas Campbell,Parent,True,2026-11-02,False,2024-12-28
ROI00160,MBR00091,Meredith Kelley,Child,True,2028-05-13,False,2020-04-07
ROI00161,MBR00092,Frank Moody,Parent,True,2027-06-24,False,2023-01-02
ROI00162,MBR00092,Amy Michael,Legal Guardian,True,2028-05-25,False,2021-12-26
ROI00163,MBR00092,Matthew Ray,Legal Guardian,True,2026-06-10,False,2021-07-07
ROI00164,MBR00093,,,False,,False,
ROI00165,MBR00094,John Merritt,Spouse,True,2027-06-10,False,2020-02-13
ROI00166,MBR00094,Robert Gonzalez,Legal Guardian,True,2026-11-18,False,2020-07-26
ROI00167,MBR00094,Heidi Chase,Parent,True,2026-08-29,False,2022-05-28
ROI00168,MBR00095,Richard Garrison,Legal Guardian,True,2027-05-31,False,2022-11-29
ROI00169,MBR00096,William Shelton,Spouse,True,2024-08-01,True,2025-07-09
ROI00170,MBR00096,Anthony Kelly,Legal Guardian,True,2026-09-20,False,2022-02-22
ROI00171,MBR00096,Tony Wilson,Power of Attorney,True,2026-10-20,False,2020-07-21
ROI00172,MBR00097,Gina Hamilton,Legal Guardian,True,2028-02-04,False,2020-04-24
ROI00173,MBR00097,Nathan Sanchez,Spouse,True,2027-02-01,False,2020-07-16
ROI00174,MBR00097,James Turner,Parent,True,2026-06-19,False,2022-06-04
ROI00175,MBR00098,Carrie Mcgee,Power of Attorney,True,2026-06-22,False,2021-04-30
ROI00176,MBR00098,Wendy Lambert,Child,True,2026-06-13,False,2020-05-08
ROI00177,MBR00098,John Meyers,Power of Attorney,True,2027-01-15,False,2023-03-10
ROI00178,MBR00099,,,False,,False,
ROI00179,MBR00100,Mark Wallace,Child,True,2028-02-28,False,2023-10-11
ROI00180,MBR00100,Bruce Martinez,Child,True,2028-03-01,False,2026-02-12
ROI00181,MBR00100,Susan Walker,Child,True,2027-06-12,False,2024-03-11
ROI00182,MBR00101,Victoria Mendoza,Spouse,True,2025-03-05,True,2020-05-16
ROI00183,MBR00101,Anna Watkins,Sibling,True,2026-08-09,False,2026-05-21
ROI00184,MBR00102,Zachary Park,Sibling,True,2026-03-15,True,2026-02-20
ROI00185,MBR00103,,,False,,False,
ROI00186,MBR00104,Calvin Nguyen,Spouse,True,2027-09-02,False,2022-09-16
ROI00187,MBR00104,Shannon Medina,Legal Guardian,True,2027-10-13,False,2021-05-28
ROI00188,MBR00104,Michael Long,Power of Attorney,True,2027-01-19,False,2023-03-29
ROI00189,MBR00105,Rachel Moreno,Spouse,True,2027-06-28,False,2020-01-12
ROI00190,MBR00105,Ryan Ryan,Sibling,True,2027-07-17,False,2021-10-05
ROI00191,MBR00105,Marissa Molina,Child,True,2027-05-18,False,2021-10-20
ROI00192,MBR00106,Matthew Wilson,Sibling,True,2026-08-23,False,2023-07-06
ROI00193,MBR00107,,,False,,False,
ROI00194,MBR00108,Melissa Smith,Parent,True,2026-01-05,True,2022-01-22
ROI00195,MBR00109,Ernest Williams,Power of Attorney,True,2026-12-18,False,2021-09-04
ROI00196,MBR00109,Marissa Miller,Parent,True,2027-01-20,False,2023-09-17
ROI00197,MBR00109,Paul Miller,Power of Attorney,True,2023-03-07,True,2020-06-12
ROI00198,MBR00110,Edwin Burch,Spouse,True,2024-05-15,True,2026-01-24
ROI00199,MBR00110,William Barrett,Power of Attorney,True,2027-12-31,False,2022-11-03
ROI00200,MBR00111,,,False,,False,
ROI00201,MBR00112,,,False,,False,
ROI00202,MBR00113,Angel Bautista,Child,True,2027-07-08,False,2021-07-11
ROI00203,MBR00114,Elaine Ferguson,Parent,True,2027-03-25,False,2025-02-12
ROI00204,MBR00115,John Edwards,Power of Attorney,True,2027-12-31,False,2025-01-21
ROI00205,MBR00115,Yesenia Obrien,Child,True,2027-05-07,False,2020-12-25
ROI00206,MBR00115,Melissa Bates,Power of Attorney,True,2026-12-02,False,2024-09-30
ROI00207,MBR00116,Andrew Thomas,Child,True,2026-07-27,False,2024-09-12
ROI00208,MBR00116,Cindy Anderson,Child,True,2028-04-27,False,2020-02-04
ROI00209,MBR00117,Leslie Ramirez,Power of Attorney,True,2027-09-21,False,2022-02-03
ROI00210,MBR00118,,,False,,False,
ROI00211,MBR00119,Jennifer Pierce,Child,True,2026-07-05,False,2020-01-05
ROI00212,MBR00119,Matthew Martin,Child,True,2024-12-06,True,2022-07-13
ROI00213,MBR00120,Tony Rhodes,Sibling,True,2026-06-16,False,2021-11-20
ROI00214,MBR00120,Briana Harris,Power of Attorney,True,2026-09-19,False,2021-12-01
ROI00215,MBR00120,Debra Schultz,Power of Attorney,True,2026-08-18,False,2021-05-24
ROI00216,MBR00121,Michelle Elliott,Power of Attorney,True,2026-06-14,False,2021-01-21
ROI00217,MBR00121,Kayla Martin,Power of Attorney,True,2023-08-18,True,2024-11-23
ROI00218,MBR00122,,,False,,False,
ROI00219,MBR00123,Emily French,Parent,True,2026-04-20,True,2026-05-19
ROI00220,MBR00123,Victor Wright,Sibling,True,2027-09-27,False,2021-11-16
ROI00221,MBR00123,Joseph Sutton,Sibling,True,2028-05-30,False,2026-03-27
ROI00222,MBR00124,Gary Davis,Parent,True,2026-07-31,False,2022-08-26
ROI00223,MBR00124,Paula Thomas,Legal Guardian,True,2027-10-13,False,2022-06-03
ROI00224,MBR00124,Denise Garcia,Sibling,True,2026-08-17,False,2021-09-25
ROI00225,MBR00125,Courtney Lynn,Power of Attorney,True,2027-10-14,False,2023-02-04
ROI00226,MBR00125,Becky Fox,Parent,True,2027-05-15,False,2020-08-06
ROI00227,MBR00125,Leah Roman,Child,True,2025-11-18,True,2021-11-19
ROI00228,MBR00126,Gregory Armstrong,Power of Attorney,True,2023-12-30,True,2022-05-25
ROI00229,MBR00126,Devin Garcia,Child,True,2028-02-29,False,2022-07-25
ROI00230,MBR00127,,,False,,False,
ROI00231,MBR00128,Evan Walton,Sibling,True,2024-07-24,True,2023-02-15
ROI00232,MBR00129,Robert Byrd,Power of Attorney,True,2026-10-22,False,2021-03-25
ROI00233,MBR00129,Kristen Macias,Parent,True,2026-08-16,False,2022-03-14
ROI00234,MBR00129,Kevin Green,Legal Guardian,True,2023-09-17,True,2020-02-23
ROI00235,MBR00130,,,False,,False,
ROI00236,MBR00131,Michelle Sandoval,Legal Guardian,True,2027-03-20,False,2021-09-03
ROI00237,MBR00132,,,False,,False,
ROI00238,MBR00133,,,False,,False,
ROI00239,MBR00134,Keith Adams,Child,True,2027-06-12,False,2021-02-26
ROI00240,MBR00134,Margaret Wood,Child,True,2027-02-14,False,2020-06-18
ROI00241,MBR00135,Megan Barnes,Spouse,True,2024-11-18,True,2024-07-25
ROI00242,MBR00136,,,False,,False,
ROI00243,MBR00137,,,False,,False,
ROI00244,MBR00138,Jeffrey Gomez,Power of Attorney,True,2027-05-28,False,2022-08-03
ROI00245,MBR00139,Dustin Cisneros,Sibling,True,2027-09-20,False,2021-01-28
ROI00246,MBR00139,Michelle Bradshaw,Child,True,2028-02-25,False,2020-10-17
ROI00247,MBR00140,Mark Miller,Spouse,True,2026-11-22,False,2024-08-29
ROI00248,MBR00140,Randy Bruce,Legal Guardian,True,2028-05-09,False,2020-10-30
ROI00249,MBR00140,Angela Allen,Power of Attorney,True,2027-10-03,False,2020-06-16
ROI00250,MBR00141,Kenneth Miller,Power of Attorney,True,2028-01-27,False,2022-06-12
ROI00251,MBR00142,,,False,,False,
ROI00252,MBR00143,Timothy Stokes,Legal Guardian,True,2027-02-18,False,2026-01-25
ROI00253,MBR00143,Travis Rhodes,Sibling,True,2025-03-03,True,2021-10-26
ROI00254,MBR00144,,,False,,False,
ROI00255,MBR00145,,,False,,False,
ROI00256,MBR00146,Breanna Jimenez,Power of Attorney,True,2027-08-13,False,2020-08-16
ROI00257,MBR00147,Megan Patel,Sibling,True,2027-06-22,False,2024-05-29
ROI00258,MBR00147,Adrian Lee,Spouse,True,2027-09-24,False,2024-04-18
ROI00259,MBR00147,Adrienne Coleman,Child,True,2027-02-04,False,2020-12-10
ROI00260,MBR00148,Haley Gamble,Parent,True,2027-06-15,False,2023-03-21
ROI00261,MBR00148,Tami Kidd,Spouse,True,2027-02-25,False,2024-12-11
ROI00262,MBR00149,Melinda Williams,Power of Attorney,True,2026-12-28,False,2022-02-11
ROI00263,MBR00149,Christopher Conrad,Parent,True,2027-01-26,False,2020-02-04
ROI00264,MBR00150,Stephanie Thompson,Child,True,2027-06-30,False,2021-06-14
ROI00265,MBR00150,Casey Gomez,Sibling,True,2026-11-29,False,2021-04-26
ROI00266,MBR00150,Jon Jackson,Child,True,2026-09-08,False,2022-11-13
ROI00267,MBR00151,,,False,,False,
ROI00268,MBR00152,Gail Shelton,Power of Attorney,True,2027-05-27,False,2023-08-06
ROI00269,MBR00153,,,False,,False,
ROI00270,MBR00154,,,False,,False,
ROI00271,MBR00155,Sarah Hodge,Spouse,True,2028-03-22,False,2025-12-26
ROI00272,MBR00155,John Baker,Power of Attorney,True,2027-10-27,False,2021-02-05
ROI00273,MBR00155,Mark Long,Child,True,2028-03-08,False,2022-09-10
ROI00274,MBR00156,Tanya Haley,Power of Attorney,True,2026-09-04,False,2024-04-06
ROI00275,MBR00156,Stephanie Walls,Power of Attorney,True,2027-03-06,False,2023-10-19
ROI00276,MBR00156,Sarah Brown,Legal Guardian,True,2027-02-10,False,2023-02-27
ROI00277,MBR00157,Joe Evans,Parent,True,2027-06-19,False,2025-12-17
ROI00278,MBR00158,,,False,,False,
ROI00279,MBR00159,,,False,,False,
ROI00280,MBR00160,Gregory Bowen,Spouse,True,2028-05-16,False,2024-02-07
ROI00281,MBR00161,Adam Jordan,Parent,True,2027-11-03,False,2022-12-29
ROI00282,MBR00161,Joseph Roach,Legal Guardian,True,2027-06-23,False,2024-05-18
ROI00283,MBR00161,Thomas Smith,Parent,True,2028-05-16,False,2025-08-07
ROI00284,MBR00162,Danielle Ruiz,Legal Guardian,True,2027-07-26,False,2023-01-03
ROI00285,MBR00162,Jacob Mcclain,Child,True,2028-03-21,False,2024-01-16
ROI00286,MBR00163,Debra Mayo,Parent,True,2027-06-24,False,2024-05-28
ROI00287,MBR00163,Jessica Taylor,Power of Attorney,True,2027-07-10,False,2025-08-21
ROI00288,MBR00164,Abigail Stephenson,Parent,True,2027-08-25,False,2021-06-02
ROI00289,MBR00165,,,False,,False,
ROI00290,MBR00166,Ashley Mitchell,Spouse,True,2026-07-02,False,2026-06-03
ROI00291,MBR00166,Jason Rivera,Power of Attorney,True,2027-05-16,False,2023-06-08
ROI00292,MBR00167,Melvin Vaughan,Power of Attorney,True,2026-12-16,False,2021-08-07
ROI00293,MBR00167,Victoria Wilson,Parent,True,2027-05-06,False,2024-04-10
ROI00294,MBR00168,Jon Maldonado Jr.,Spouse,True,2024-05-05,True,2025-01-30
ROI00295,MBR00168,Phyllis Ross,Legal Guardian,True,2025-01-23,True,2021-05-01
ROI00296,MBR00169,,,False,,False,
ROI00297,MBR00170,Natalie Petersen,Parent,True,2026-08-02,False,2026-02-08
ROI00298,MBR00170,Tyler Sparks,Child,True,2028-01-28,False,2024-08-28
ROI00299,MBR00171,Gregory Smith,Child,True,2027-04-30,False,2020-08-16
ROI00300,MBR00171,Amber Gallegos,Child,True,2027-09-16,False,2025-02-18
ROI00301,MBR00172,,,False,,False,
ROI00302,MBR00173,Kyle Smith,Sibling,True,2023-09-07,True,2025-12-14
ROI00303,MBR00173,Douglas Miller,Child,True,2027-06-09,False,2021-05-07
ROI00304,MBR00173,Luke Daniel,Power of Attorney,True,2026-08-30,False,2025-01-03
ROI00305,MBR00174,,,False,,False,
ROI00306,MBR00175,Douglas Wilson,Parent,True,2027-05-01,False,2023-02-18
ROI00307,MBR00175,Michael Estrada,Power of Attorney,True,2026-12-07,False,2025-03-01
ROI00308,MBR00176,,,False,,False,
ROI00309,MBR00177,John Patton,Spouse,True,2028-05-05,False,2025-07-29
ROI00310,MBR00177,Nicholas Carr,Child,True,2026-12-25,False,2020-04-13
ROI00311,MBR00177,Scott Fuller,Parent,True,2028-05-18,False,2021-08-27
ROI00312,MBR00178,,,False,,False,
ROI00313,MBR00179,Bryan Morales,Sibling,True,2026-10-23,False,2023-08-19
ROI00314,MBR00179,Corey Thomas,Sibling,True,2027-07-31,False,2020-01-14
ROI00315,MBR00180,,,False,,False,
ROI00316,MBR00181,Curtis Lin,Legal Guardian,True,2026-07-27,False,2024-01-02
ROI00317,MBR00181,Joseph Graves,Power of Attorney,True,2026-11-13,False,2020-09-14
ROI00318,MBR00181,Courtney Simmons,Parent,True,2026-07-05,False,2023-08-26
ROI00319,MBR00182,Jeffery Williams,Sibling,True,2023-11-08,True,2021-12-30
ROI00320,MBR00182,Jack Hahn,Parent,True,2024-01-17,True,2025-03-11
ROI00321,MBR00182,Danielle Jacobson,Child,True,2028-04-18,False,2021-05-06
ROI00322,MBR00183,Aaron Guerrero,Power of Attorney,True,2027-04-14,False,2021-05-20
ROI00323,MBR00183,Dustin Ramirez,Power of Attorney,True,2027-01-18,False,2020-12-21
ROI00324,MBR00183,Jessica King,Spouse,True,2027-10-29,False,2022-03-23
ROI00325,MBR00184,,,False,,False,
ROI00326,MBR00185,Geoffrey Rodriguez DDS,Power of Attorney,True,2027-06-04,False,2024-05-19
ROI00327,MBR00185,Patricia Anderson,Spouse,True,2026-12-07,False,2022-02-02
ROI00328,MBR00186,Robert Paul,Parent,True,2027-10-19,False,2021-06-07
ROI00329,MBR00186,Lisa Allen,Parent,True,2027-06-27,False,2022-05-23
ROI00330,MBR00186,Kevin Miller,Legal Guardian,True,2023-11-05,True,2024-12-18
ROI00331,MBR00187,,,False,,False,
ROI00332,MBR00188,Mark Guzman,Spouse,True,2028-02-17,False,2023-03-22
ROI00333,MBR00188,Warren Henson,Legal Guardian,True,2027-06-17,False,2022-06-28
ROI00334,MBR00188,Cheryl Griffin,Child,True,2027-06-07,False,2024-09-29
ROI00335,MBR00189,Tom Montgomery,Sibling,True,2027-06-03,False,2024-06-14
ROI00336,MBR00189,John Juarez,Power of Attorney,True,2026-09-11,False,2025-02-23
ROI00337,MBR00189,Brittany Anderson,Sibling,True,2026-07-26,False,2025-08-01
ROI00338,MBR00190,Michael Snow,Child,True,2027-11-09,False,2024-04-10
ROI00339,MBR00191,,,False,,False,
ROI00340,MBR00192,,,False,,False,
ROI00341,MBR00193,,,False,,False,
ROI00342,MBR00194,Sarah Castro,Power of Attorney,True,2028-03-31,False,2022-06-29
ROI00343,MBR00194,Jacob Soto,Legal Guardian,True,2028-01-02,False,2022-01-19
ROI00344,MBR00195,Jeffrey Webb,Legal Guardian,True,2028-04-22,False,2024-11-15
ROI00345,MBR00195,Tiffany Gibbs,Power of Attorney,True,2028-06-03,False,2022-11-23
ROI00346,MBR00196,Donald Ponce,Parent,True,2027-01-01,False,2021-06-20
ROI00347,MBR00196,Tyler Brown,Child,True,2026-11-05,False,2021-09-17
ROI00348,MBR00197,,,False,,False,
ROI00349,MBR00198,,,False,,False,
